course_id,course_name,course_kind,component_id,component_type,year,semester,day,period,time,week_pattern,timeslot_key_id
PHIL30003,Philosophy 3,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHIL30003,Philosophy 3,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHIL30004,Philosophy 4,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHIL30004,Philosophy 4,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHIL30004,Philosophy 4,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHIL30007,Philosophy 7,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHIL30007,Philosophy 7,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHIL30007,Philosophy 7,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHIL30008,Philosophy 8,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHIL30008,Philosophy 8,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHIL30008,Philosophy 8,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHYS30003,Physics 3,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHYS30003,Physics 3,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHYS30003,Physics 3,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHYS30003,Physics 3,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHYS30003,Physics 3,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHYS30004,Physics 4,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHYS30004,Physics 4,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHYS30004,Physics 4,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHYS30004,Physics 4,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHYS30004,Physics 4,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHYS30007,Physics 7,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHYS30007,Physics 7,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHYS30007,Physics 7,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHYS30007,Physics 7,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHYS30007,Physics 7,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
PHYS30008,Physics 8,outside,Lec,lecture,3,2,Wed,4,13:00-14:00,every_week,Y3_S2_every_week_D2_P4
PHYS30008,Physics 8,outside,Lec,lecture,3,2,Thu,4,13:00-14:00,every_week,Y3_S2_every_week_D3_P4
PHYS30008,Physics 8,outside,Lec,lecture,3,2,Fri,4,13:00-14:00,every_week,Y3_S2_every_week_D4_P4
PHYS30008,Physics 8,outside,Ws,workshop,3,2,Tue,4,13:00-14:00,every_week,Y3_S2_every_week_D1_P4
PHYS30008,Physics 8,outside,fws,workshop,3,2,Mon,4,13:00-14:00,even_weeks,Y3_S2_even_weeks_D0_P4
BUS30001,Business 1,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
BUS30001,Business 1,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
BUS30001,Business 1,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
BUS30001,Business 1,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
BUS30001,Business 1,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
BUS30002,Business 2,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
BUS30002,Business 2,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
BUS30002,Business 2,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
BUS30002,Business 2,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
BUS30002,Business 2,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
BUS30005,Business 5,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
BUS30005,Business 5,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
BUS30005,Business 5,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
BUS30005,Business 5,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
BUS30005,Business 5,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
BUS30006,Business 6,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
BUS30006,Business 6,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
BUS30006,Business 6,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
BUS30006,Business 6,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
BUS30006,Business 6,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
CS30001,Computer Science 1,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
CS30001,Computer Science 1,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
CS30001,Computer Science 1,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
CS30001,Computer Science 1,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
CS30001,Computer Science 1,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
CS30002,Computer Science 2,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
CS30002,Computer Science 2,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
CS30002,Computer Science 2,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
CS30002,Computer Science 2,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
CS30002,Computer Science 2,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
CS30005,Computer Science 5,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
CS30005,Computer Science 5,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
CS30005,Computer Science 5,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
CS30005,Computer Science 5,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
CS30005,Computer Science 5,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
CS30006,Computer Science 6,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
CS30006,Computer Science 6,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
CS30006,Computer Science 6,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
CS30006,Computer Science 6,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
CS30006,Computer Science 6,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
ECON30001,Economics 1,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
ECON30001,Economics 1,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
ECON30001,Economics 1,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
ECON30001,Economics 1,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
ECON30001,Economics 1,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
ECON30002,Economics 2,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
ECON30002,Economics 2,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
ECON30002,Economics 2,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
ECON30002,Economics 2,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
ECON30002,Economics 2,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
ECON30005,Economics 5,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
ECON30005,Economics 5,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
ECON30005,Economics 5,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
ECON30005,Economics 5,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
ECON30005,Economics 5,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
ECON30006,Economics 6,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
ECON30006,Economics 6,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
ECON30006,Economics 6,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
ECON30006,Economics 6,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
ECON30006,Economics 6,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
MATH10001,Gateway 1,gateway,Lec,lecture,4,1,Wed,1,10:00-11:00,every_week,Y4_S1_every_week_D2_P1
MATH10001,Gateway 1,gateway,Lec,lecture,4,1,Wed,8,17:00-18:00,every_week,Y4_S1_every_week_D2_P8
MATH10001,Gateway 1,gateway,Lec,lecture,4,1,Fri,3,12:00-13:00,every_week,Y4_S1_every_week_D4_P3
MATH10001,Gateway 1,gateway,Ws,workshop,4,1,Mon,1,10:00-11:00,every_week,Y4_S1_every_week_D0_P1
MATH10001,Gateway 1,gateway,fws,workshop,4,1,Thu,2,11:00-12:00,even_weeks,Y4_S1_even_weeks_D3_P2
MATH10002,Gateway 2,gateway,Lec,lecture,4,1,Mon,6,15:00-16:00,every_week,Y4_S1_every_week_D0_P6
MATH10002,Gateway 2,gateway,Lec,lecture,4,1,Tue,7,16:00-17:00,every_week,Y4_S1_every_week_D1_P7
MATH10002,Gateway 2,gateway,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
MATH10002,Gateway 2,gateway,Ws,workshop,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
MATH10002,Gateway 2,gateway,fws,workshop,4,1,Wed,5,14:00-15:00,even_weeks,Y4_S1_even_weeks_D2_P5
MATH10005,Gateway 5,gateway,Lec,lecture,4,1,Mon,0,9:00-10:00,every_week,Y4_S1_every_week_D0_P0
MATH10005,Gateway 5,gateway,Lec,lecture,4,1,Mon,2,11:00-12:00,every_week,Y4_S1_every_week_D0_P2
MATH10005,Gateway 5,gateway,Lec,lecture,4,1,Tue,1,10:00-11:00,every_week,Y4_S1_every_week_D1_P1
MATH10005,Gateway 5,gateway,Ws,workshop,4,1,Tue,6,15:00-16:00,every_week,Y4_S1_every_week_D1_P6
MATH10005,Gateway 5,gateway,fws,workshop,4,1,Wed,1,10:00-11:00,even_weeks,Y4_S1_even_weeks_D2_P1
MATH10008,Gateway 8,gateway,Lec,lecture,4,1,Tue,7,16:00-17:00,every_week,Y4_S1_every_week_D1_P7
MATH10008,Gateway 8,gateway,Lec,lecture,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
MATH10008,Gateway 8,gateway,Lec,lecture,4,1,Thu,5,14:00-15:00,every_week,Y4_S1_every_week_D3_P5
MATH10008,Gateway 8,gateway,Ws,workshop,4,1,Wed,6,15:00-16:00,every_week,Y4_S1_every_week_D2_P6
MATH10008,Gateway 8,gateway,fws,workshop,4,1,Wed,0,9:00-10:00,even_weeks,Y4_S1_even_weeks_D2_P0
MATH20001,Optional 1,optional,Lec,lecture,4,1,Mon,0,9:00-10:00,every_week,Y4_S1_every_week_D0_P0
MATH20001,Optional 1,optional,Lec,lecture,4,1,Wed,5,14:00-15:00,every_week,Y4_S1_every_week_D2_P5
MATH20001,Optional 1,optional,Lec,lecture,4,1,Wed,7,16:00-17:00,every_week,Y4_S1_every_week_D2_P7
MATH20001,Optional 1,optional,Ws,workshop,4,1,Tue,6,15:00-16:00,every_week,Y4_S1_every_week_D1_P6
MATH20002,Optional 2,optional,Lec,lecture,4,1,Mon,7,16:00-17:00,every_week,Y4_S1_every_week_D0_P7
MATH20002,Optional 2,optional,Lec,lecture,4,1,Thu,6,15:00-16:00,every_week,Y4_S1_every_week_D3_P6
MATH20002,Optional 2,optional,Lec,lecture,4,1,Fri,3,12:00-13:00,every_week,Y4_S1_every_week_D4_P3
MATH20002,Optional 2,optional,Ws,workshop,4,1,Thu,7,16:00-17:00,every_week,Y4_S1_every_week_D3_P7
PHIL30001,Philosophy 1,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHIL30001,Philosophy 1,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHIL30001,Philosophy 1,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHIL30001,Philosophy 1,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHIL30001,Philosophy 1,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHIL30002,Philosophy 2,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHIL30002,Philosophy 2,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHIL30002,Philosophy 2,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHIL30002,Philosophy 2,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHIL30002,Philosophy 2,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHIL30005,Philosophy 5,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHIL30005,Philosophy 5,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHIL30005,Philosophy 5,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHIL30005,Philosophy 5,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHIL30005,Philosophy 5,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHIL30006,Philosophy 6,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHIL30006,Philosophy 6,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHIL30006,Philosophy 6,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHIL30006,Philosophy 6,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHIL30006,Philosophy 6,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHYS30001,Physics 1,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHYS30001,Physics 1,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHYS30001,Physics 1,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHYS30001,Physics 1,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHYS30001,Physics 1,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHYS30002,Physics 2,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHYS30002,Physics 2,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHYS30002,Physics 2,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHYS30002,Physics 2,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHYS30002,Physics 2,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHYS30005,Physics 5,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHYS30005,Physics 5,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHYS30005,Physics 5,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHYS30005,Physics 5,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHYS30005,Physics 5,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
PHYS30006,Physics 6,outside,Lec,lecture,4,1,Mon,4,13:00-14:00,every_week,Y4_S1_every_week_D0_P4
PHYS30006,Physics 6,outside,Lec,lecture,4,1,Tue,4,13:00-14:00,every_week,Y4_S1_every_week_D1_P4
PHYS30006,Physics 6,outside,Lec,lecture,4,1,Wed,4,13:00-14:00,every_week,Y4_S1_every_week_D2_P4
PHYS30006,Physics 6,outside,Ws,workshop,4,1,Thu,4,13:00-14:00,every_week,Y4_S1_every_week_D3_P4
PHYS30006,Physics 6,outside,fws,workshop,4,1,Fri,4,13:00-14:00,even_weeks,Y4_S1_even_weeks_D4_P4
BUS30003,Business 3,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
BUS30003,Business 3,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
BUS30003,Business 3,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
BUS30003,Business 3,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
BUS30003,Business 3,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
BUS30004,Business 4,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
BUS30004,Business 4,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
BUS30004,Business 4,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
BUS30004,Business 4,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
BUS30004,Business 4,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
BUS30007,Business 7,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
BUS30007,Business 7,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
BUS30007,Business 7,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
BUS30007,Business 7,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
BUS30007,Business 7,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
BUS30008,Business 8,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
BUS30008,Business 8,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
BUS30008,Business 8,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
BUS30008,Business 8,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
BUS30008,Business 8,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
CS30003,Computer Science 3,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
CS30003,Computer Science 3,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
CS30003,Computer Science 3,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
CS30003,Computer Science 3,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
CS30003,Computer Science 3,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
CS30004,Computer Science 4,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
CS30004,Computer Science 4,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
CS30004,Computer Science 4,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
CS30004,Computer Science 4,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
CS30004,Computer Science 4,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
CS30007,Computer Science 7,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
CS30007,Computer Science 7,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
CS30007,Computer Science 7,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
CS30007,Computer Science 7,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
CS30007,Computer Science 7,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
CS30008,Computer Science 8,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
CS30008,Computer Science 8,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
CS30008,Computer Science 8,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
CS30008,Computer Science 8,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
CS30008,Computer Science 8,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
ECON30003,Economics 3,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
ECON30003,Economics 3,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
ECON30003,Economics 3,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
ECON30003,Economics 3,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
ECON30003,Economics 3,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
ECON30004,Economics 4,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
ECON30004,Economics 4,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
ECON30004,Economics 4,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
ECON30004,Economics 4,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
ECON30004,Economics 4,outside,fws,workshop,4,2,Mon,4,13:00-14:00,even_weeks,Y4_S2_even_weeks_D0_P4
ECON30007,Economics 7,outside,Lec,lecture,4,2,Wed,4,13:00-14:00,every_week,Y4_S2_every_week_D2_P4
ECON30007,Economics 7,outside,Lec,lecture,4,2,Thu,4,13:00-14:00,every_week,Y4_S2_every_week_D3_P4
ECON30007,Economics 7,outside,Lec,lecture,4,2,Fri,4,13:00-14:00,every_week,Y4_S2_every_week_D4_P4
ECON30007,Economics 7,outside,Ws,workshop,4,2,Tue,4,13:00-14:00,every_week,Y4_S2_every_week_D1_P4
